,Year,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Total Non-Current Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current",Total Non-Current Liabilities,Total Equity,"Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,Changes in Operating Capital,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Cash and Cash Equivalents, End of Period",Change in Cash,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental",Gross Profit,Total Revenue,Business Revenue,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Diluted Net Income Available to Common Stockholders,Basic EPS,Diluted EPS,Basic WASO,Diluted WASO,Tiker
3775,2022,3200006000.0,307393000.0,148852000.0,121738000.0,2892613000.0,1830353000.0,456633000.0,94749000.0,26465000.0,1373720000.0,1369653000.0,154506000.0,154506000.0,154506000.0,-929413000.0,1076964000.0,6955000.0,-54313000.0,-54313000.0,-709195000.0,-709195000.0,121738000.0,-609002000.0,732116000.0,0.0,-610378000.0,623384000.0,719367000.0,719367000.0,71522000.0,-979549000.0,-908027000.0,-929413000.0,-929413000.0,-5.78,-5.78,160841000.0,160841000.0,SWI
3776,2014,2973800000.0,1429200000.0,805800000.0,805800000.0,1544600000.0,441400000.0,297600000.0,271300000.0,200600000.0,143800000.0,2532400000.0,772400000.0,772400000.0,772400000.0,457700000.0,189300000.0,125400000.0,-357100000.0,-357100000.0,-120600000.0,-120600000.0,805800000.0,294700000.0,511100000.0,0.0,294700000.0,1022700000.0,2291500000.0,2291500000.0,565500000.0,-300000.0,565200000.0,457700000.0,457700000.0,2.44,2.38,187200000.0,192600000.0,SWKS
3777,2015,3719400000.0,1914700000.0,1043600000.0,1043600000.0,1804700000.0,560200000.0,463900000.0,372600000.0,291100000.0,96300000.0,3159200000.0,992800000.0,992800000.0,992800000.0,798300000.0,255800000.0,-61300000.0,-454700000.0,-454700000.0,-300300000.0,-300300000.0,1043600000.0,237800000.0,805800000.0,0.0,237800000.0,1554500000.0,3258400000.0,3258400000.0,1026500000.0,-2900000.0,1023600000.0,798300000.0,798300000.0,4.21,4.1,189500000.0,194900000.0,SWKS
3778,2016,3855400000.0,2002100000.0,1083800000.0,1083800000.0,1853300000.0,314000000.0,210200000.0,152700000.0,110400000.0,103800000.0,3541400000.0,1095700000.0,1095700000.0,1095700000.0,995200000.0,300400000.0,-199900000.0,-250900000.0,-250900000.0,-804600000.0,-804600000.0,1083800000.0,40200000.0,1043600000.0,0.0,40200000.0,1665200000.0,3289000000.0,3289000000.0,1123500000.0,77100000.0,1200600000.0,995200000.0,995200000.0,5.27,5.18,188700000.0,192100000.0,SWKS
3779,2017,4573600000.0,2633700000.0,1616800000.0,1616800000.0,1939900000.0,507900000.0,387900000.0,326500000.0,258400000.0,120000000.0,4065700000.0,1471300000.0,1471300000.0,1471300000.0,1010200000.0,320000000.0,141100000.0,-325900000.0,-325900000.0,-612400000.0,-612400000.0,1616800000.0,533000000.0,1083800000.0,0.0,533000000.0,1841800000.0,3651400000.0,3651400000.0,1254400000.0,2600000.0,1257000000.0,1010200000.0,1010200000.0,5.48,5.41,184300000.0,186700000.0,SWKS
3780,2018,4828900000.0,2262200000.0,1027400000.0,733300000.0,2566700000.0,731900000.0,389700000.0,315100000.0,229900000.0,342200000.0,4097000000.0,1260600000.0,1260600000.0,1260600000.0,918400000.0,421700000.0,-79500000.0,-1150400000.0,-1150400000.0,-993700000.0,-993700000.0,733300000.0,-883500000.0,1616800000.0,0.0,-883500000.0,1950700000.0,3868000000.0,3868000000.0,1320100000.0,12000000.0,1332100000.0,918400000.0,918400000.0,5.06,5.01,181300000.0,183200000.0,SWKS
3781,2019,4839600000.0,2234600000.0,1054600000.0,851300000.0,2605000000.0,717300000.0,374000000.0,266500000.0,190500000.0,343300000.0,4122300000.0,1367400000.0,1367400000.0,1367400000.0,853600000.0,459300000.0,54500000.0,-336900000.0,-336900000.0,-912500000.0,-912500000.0,851300000.0,118000000.0,733300000.0,0.0,118000000.0,1603800000.0,3376800000.0,3376800000.0,958800000.0,2200000.0,961000000.0,853600000.0,853600000.0,4.92,4.89,173500000.0,174500000.0,SWKS
3782,2020,5106700000.0,2317600000.0,974800000.0,566700000.0,2789100000.0,942500000.0,448400000.0,340400000.0,226900000.0,494100000.0,4164200000.0,1204500000.0,1204500000.0,1204500000.0,814800000.0,523100000.0,-133400000.0,-581400000.0,-581400000.0,-907700000.0,-907700000.0,566700000.0,-284600000.0,851300000.0,0.0,-284600000.0,1612900000.0,3355700000.0,3355700000.0,905600000.0,-13900000.0,891700000.0,814800000.0,814800000.0,4.84,4.8,168500000.0,169900000.0,SWKS
3783,2021,8590700000.0,2865400000.0,1020100000.0,882900000.0,5725300000.0,3293600000.0,658500000.0,579600000.0,324600000.0,2635100000.0,5297100000.0,1772000000.0,1772000000.0,1772000000.0,1498300000.0,577500000.0,-303800000.0,-3133200000.0,-3133200000.0,1677400000.0,1677400000.0,882900000.0,316200000.0,566700000.0,0.0,316200000.0,2512400000.0,5109100000.0,5109100000.0,1621600000.0,-22900000.0,1598700000.0,1498300000.0,1498300000.0,9.07,8.97,165200000.0,167000000.0,SWKS
3784,2022,8873800000.0,3229900000.0,586300000.0,566000000.0,5643900000.0,3404800000.0,1226900000.0,664200000.0,323000000.0,2177900000.0,5469000000.0,1424600000.0,1424600000.0,1424600000.0,1275200000.0,976900000.0,-827500000.0,-378900000.0,-378900000.0,-1362600000.0,-1362600000.0,566000000.0,-316900000.0,882900000.0,0.0,-316900000.0,2604300000.0,5485500000.0,5485500000.0,1557700000.0,-81100000.0,1476600000.0,1275200000.0,1275200000.0,7.85,7.81,162400000.0,163300000.0,SWKS
3785,2023,8426700000.0,3179500000.0,734400000.0,718800000.0,5247200000.0,2344000000.0,955700000.0,583200000.0,218000000.0,1388300000.0,6082700000.0,1856400000.0,1856400000.0,1856400000.0,982800000.0,712600000.0,161000000.0,-224400000.0,-224400000.0,-1479200000.0,-1479200000.0,718800000.0,152800000.0,566000000.0,0.0,152800000.0,2107300000.0,4772400000.0,4772400000.0,1153300000.0,-74500000.0,1078800000.0,982800000.0,982800000.0,6.17,6.13,159400000.0,160300000.0,SWKS
3786,2014,1020333000.0,742431000.0,447205000.0,447205000.0,277902000.0,319176000.0,254408000.0,125921000.0,109647000.0,64768000.0,701157000.0,131596000.0,131596000.0,131596000.0,46689000.0,135575000.0,-50668000.0,-58295000.0,-58295000.0,18601000.0,18601000.0,447205000.0,91902000.0,355303000.0,0.0,91902000.0,436080000.0,947539000.0,947539000.0,142347000.0,-67888000.0,74459000.0,46689000.0,46689000.0,1.34,1.26,34761000.0,37105000.0,SYNA
3787,2015,1519400000.0,916000000.0,399900000.0,399900000.0,603400000.0,726300000.0,446700000.0,257600000.0,223200000.0,279600000.0,793100000.0,204100000.0,204100000.0,204100000.0,110400000.0,104600000.0,-10900000.0,-341300000.0,-341300000.0,93600000.0,93600000.0,399900000.0,-43600000.0,447200000.0,0.0,-47300000.0,578700000.0,1703000000.0,1703000000.0,143400000.0,16800000.0,160200000.0,110400000.0,110400000.0,2.99,2.84,36900000.0,38900000.0,SYNA
3788,2016,1300200000.0,780100000.0,352200000.0,352200000.0,520100000.0,595200000.0,350800000.0,228300000.0,184300000.0,244400000.0,705000000.0,256600000.0,256600000.0,256600000.0,72200000.0,154400000.0,30000000.0,-26600000.0,-26600000.0,-281100000.0,-281100000.0,352200000.0,-51100000.0,399900000.0,0.0,-47700000.0,581500000.0,1666900000.0,1666900000.0,90000000.0,-14400000.0,75600000.0,72200000.0,72200000.0,1.97,1.91,36600000.0,37900000.0,SYNA
3789,2017,1266700000.0,792000000.0,367800000.0,367800000.0,474700000.0,526500000.0,310400000.0,254800000.0,153000000.0,216100000.0,740200000.0,152900000.0,152900000.0,152900000.0,48800000.0,136000000.0,-31900000.0,-42300000.0,-42300000.0,-94100000.0,-94100000.0,367800000.0,16500000.0,352200000.0,0.0,15600000.0,523600000.0,1718200000.0,1718200000.0,82000000.0,-20700000.0,61300000.0,48800000.0,48800000.0,1.4,1.37,34800000.0,35600000.0,SYNA
3790,2018,1499800000.0,739500000.0,301000000.0,301000000.0,760300000.0,770500000.0,283800000.0,217800000.0,170000000.0,486700000.0,729300000.0,145000000.0,145000000.0,145000000.0,-124100000.0,219300000.0,49800000.0,-438500000.0,-438500000.0,226700000.0,226700000.0,301000000.0,-66800000.0,367800000.0,0.0,-66800000.0,480100000.0,1630300000.0,1630300000.0,-49900000.0,-31900000.0,-81800000.0,-124100000.0,-124100000.0,-3.63,-3.63,34200000.0,34200000.0,SYNA
3791,2019,1409800000.0,731100000.0,327800000.0,327800000.0,678700000.0,752500000.0,253900000.0,167500000.0,117400000.0,498600000.0,657300000.0,154200000.0,154200000.0,154200000.0,-22900000.0,169100000.0,8000000.0,-20900000.0,-20900000.0,-106600000.0,-106600000.0,327800000.0,26700000.0,301000000.0,0.0,26800000.0,497100000.0,1472200000.0,1472200000.0,11400000.0,-32200000.0,-20800000.0,-22900000.0,-22900000.0,-0.66,-0.66,34600000.0,34600000.0,SYNA
3792,2020,1693800000.0,1077600000.0,763400000.0,763400000.0,616200000.0,874700000.0,244100000.0,151700000.0,93600000.0,630600000.0,819100000.0,221800000.0,221800000.0,221800000.0,118800000.0,51200000.0,51800000.0,119900000.0,119900000.0,93900000.0,93900000.0,763400000.0,435600000.0,327800000.0,0.0,435600000.0,543100000.0,1333900000.0,1333900000.0,101900000.0,57500000.0,159400000.0,118800000.0,118800000.0,3.54,3.41,33600000.0,34800000.0,SYNA
3793,2021,2226800000.0,1179700000.0,836300000.0,836300000.0,1047100000.0,1259600000.0,786700000.0,174700000.0,127000000.0,472900000.0,967200000.0,319200000.0,319200000.0,319200000.0,79600000.0,194000000.0,45600000.0,-522600000.0,-522600000.0,274100000.0,274100000.0,836300000.0,70700000.0,763400000.0,0.0,72900000.0,611200000.0,1339600000.0,1339600000.0,120200000.0,-100000.0,120100000.0,79600000.0,79600000.0,2.29,2.08,34800000.0,38300000.0,SYNA
3794,2022,2858100000.0,1403400000.0,876000000.0,824000000.0,1454700000.0,1591700000.0,463400000.0,270600000.0,221500000.0,1128300000.0,1266400000.0,462700000.0,462700000.0,462700000.0,257500000.0,224200000.0,-19000000.0,-482700000.0,-482700000.0,14300000.0,14300000.0,824000000.0,-5700000.0,836300000.0,0.0,-12300000.0,943100000.0,1739700000.0,1739700000.0,368700000.0,-48200000.0,320500000.0,257500000.0,257500000.0,6.6,6.33,39000000.0,40700000.0,SYNA
3795,2023,2611400000.0,1272000000.0,934300000.0,924700000.0,1339400000.0,1368000000.0,260100000.0,140700000.0,99800000.0,1107900000.0,1243400000.0,331500000.0,331500000.0,331500000.0,73600000.0,281300000.0,-23400000.0,-6000000.0,-6000000.0,-221300000.0,-221300000.0,924700000.0,104200000.0,824000000.0,0.0,100700000.0,715900000.0,1355100000.0,1355100000.0,154300000.0,-28300000.0,126000000.0,73600000.0,73600000.0,1.86,1.83,39600000.0,40200000.0,SYNA
3796,2020,112454000.0,88716000.0,45700000.0,45360000.0,23738000.0,336667000.0,71736000.0,18913000.0,4624000.0,264931000.0,-224213000.0,-44424000.0,-44424000.0,-44424000.0,-76567000.0,11915000.0,20228000.0,-3187000.0,-3187000.0,52770000.0,52770000.0,47680000.0,5159000.0,42485000.0,0.0,5195000.0,28143000.0,46474000.0,46474000.0,-74984000.0,-1346000.0,-76330000.0,-76567000.0,-76567000.0,-0.36,-0.36,215163824.0,215163824.0,S
3797,2021,520560000.0,464057000.0,395836000.0,395472000.0,56503000.0,841096000.0,128906000.0,35627000.0,11822000.0,712190000.0,-320536000.0,-66570000.0,-66570000.0,-66570000.0,-117573000.0,33330000.0,17673000.0,-6265000.0,-6265000.0,423978000.0,423978000.0,399112000.0,351143000.0,47680000.0,0.0,351432000.0,53724000.0,93056000.0,93056000.0,-115519000.0,-1594000.0,-117113000.0,-117573000.0,-117573000.0,-0.58,-0.58,204433503.0,204433503.0,S
3798,2022,2042181000.0,1817654000.0,1669678000.0,1669304000.0,224527000.0,391393000.0,281321000.0,93751000.0,9944000.0,110072000.0,1650788000.0,-95588000.0,-95588000.0,-95588000.0,-271101000.0,119874000.0,55639000.0,-19743000.0,-19743000.0,1387124000.0,1387124000.0,1672051000.0,1271793000.0,399112000.0,0.0,1272939000.0,123122000.0,204799000.0,204799000.0,-267232000.0,-2865000.0,-270097000.0,-271101000.0,-271101000.0,-1.56,-1.56,174051203.0,174051203.0,S
3799,2023,2258913000.0,914733000.0,623525000.0,137941000.0,1344180000.0,602208000.0,473279000.0,166184000.0,11214000.0,128929000.0,1656705000.0,-193287000.0,-193287000.0,-193287000.0,-378678000.0,220759000.0,-35368000.0,-1312666000.0,-1312666000.0,36308000.0,36308000.0,202406000.0,-1469645000.0,1672051000.0,0.0,-1469645000.0,278002000.0,422179000.0,422179000.0,-402576000.0,18285000.0,-384291000.0,-378678000.0,-378678000.0,-1.36,-1.36,277802861.0,277802861.0,S
3800,2013,40408000.0,32221000.0,2936000.0,2936000.0,8187000.0,7887000.0,7350000.0,7050000.0,4775000.0,537000.0,32521000.0,2493000.0,2493000.0,2493000.0,4935000.0,2239000.0,-4681000.0,-746000.0,-746000.0,-6334000.0,-6334000.0,2936000.0,-4587000.0,7537000.0,0.0,-4601000.0,25092000.0,60141000.0,60141000.0,6617000.0,-86000.0,6531000.0,4935000.0,4935000.0,0.57,0.57,8589000.0,8703000.0,TACT
3801,2014,35491000.0,27997000.0,3131000.0,3131000.0,7494000.0,10097000.0,9636000.0,9323000.0,2378000.0,461000.0,25394000.0,6053000.0,6053000.0,6053000.0,-2421000.0,421000.0,8053000.0,-660000.0,-660000.0,-5178000.0,-5178000.0,3131000.0,215000.0,2936000.0,0.0,195000.0,21711000.0,53108000.0,53108000.0,-3772000.0,-82000.0,-3854000.0,-2421000.0,-2421000.0,-0.29,-0.29,8307000.0,8307000.0,TACT
3802,2015,32569000.0,25312000.0,4473000.0,4473000.0,7257000.0,6841000.0,6329000.0,5725000.0,2887000.0,512000.0,25728000.0,5547000.0,5547000.0,5547000.0,3092000.0,2783000.0,-328000.0,-955000.0,-955000.0,-3238000.0,-3238000.0,4473000.0,1354000.0,3131000.0,0.0,1342000.0,24978000.0,59676000.0,59676000.0,4468000.0,-26000.0,4442000.0,3092000.0,3092000.0,0.4,0.39,7818000.0,7854000.0,TACT
3803,2016,32042000.0,23167000.0,2503000.0,2503000.0,8875000.0,7933000.0,7424000.0,7307000.0,4913000.0,509000.0,24109000.0,4623000.0,4623000.0,4623000.0,3617000.0,1645000.0,-639000.0,-600000.0,-600000.0,-5963000.0,-5963000.0,2503000.0,-1940000.0,4473000.0,0.0,-1970000.0,23799000.0,57235000.0,57235000.0,5200000.0,-30000.0,5170000.0,3617000.0,3617000.0,0.48,0.47,7610000.0,7655000.0,TACT
3804,2017,33950000.0,26361000.0,5507000.0,5507000.0,7589000.0,7936000.0,7349000.0,7180000.0,3841000.0,587000.0,26014000.0,5918000.0,5918000.0,5918000.0,3211000.0,2868000.0,-161000.0,-985000.0,-985000.0,-1919000.0,-1919000.0,5507000.0,3014000.0,2503000.0,0.0,3004000.0,26662000.0,56311000.0,56311000.0,6814000.0,-42000.0,6772000.0,3211000.0,3211000.0,0.43,0.42,7423000.0,7592000.0,TACT
3805,2018,34956000.0,27037000.0,4691000.0,4691000.0,7919000.0,7389000.0,6632000.0,6248000.0,3483000.0,757000.0,27567000.0,5109000.0,5109000.0,5109000.0,5426000.0,1823000.0,-2140000.0,-1473000.0,-1473000.0,-4516000.0,-4516000.0,4691000.0,-880000.0,5507000.0,0.0,-816000.0,26743000.0,54587000.0,54587000.0,6759000.0,-293000.0,6466000.0,5426000.0,5426000.0,0.73,0.7,7444000.0,7759000.0,TACT
3806,2019,36061000.0,24915000.0,4203000.0,4203000.0,11146000.0,10135000.0,7646000.0,6001000.0,2960000.0,2489000.0,25926000.0,4846000.0,4846000.0,4846000.0,516000.0,1803000.0,2527000.0,-2366000.0,-2366000.0,-2897000.0,-2897000.0,4203000.0,-417000.0,4691000.0,0.0,-488000.0,21935000.0,45748000.0,45748000.0,343000.0,24000.0,367000.0,516000.0,516000.0,0.07,0.07,7466000.0,7677000.0,TACT
3807,2020,42247000.0,28175000.0,10359000.0,10359000.0,14072000.0,12011000.0,6697000.0,5356000.0,1691000.0,5314000.0,30236000.0,-3510000.0,-3510000.0,-3510000.0,-5630000.0,1792000.0,328000.0,-1344000.0,-1344000.0,11031000.0,11031000.0,10359000.0,6177000.0,4203000.0,0.0,6156000.0,12929000.0,30595000.0,30595000.0,-8173000.0,4000.0,-8169000.0,-5630000.0,-5630000.0,-0.72,-0.72,7827000.0,7827000.0,TACT
3808,2021,50941000.0,37145000.0,19457000.0,19457000.0,13796000.0,11950000.0,9796000.0,8202000.0,4308000.0,2154000.0,38991000.0,-2510000.0,-2510000.0,-2510000.0,-4145000.0,-1879000.0,3514000.0,222000.0,222000.0,11472000.0,11472000.0,19457000.0,9184000.0,10359000.0,0.0,9098000.0,15249000.0,39386000.0,39386000.0,-9510000.0,3294000.0,-6216000.0,-4145000.0,-4145000.0,-0.45,-0.45,9298000.0,9298000.0,TACT
3809,2022,51832000.0,36125000.0,7946000.0,7946000.0,15707000.0,17970000.0,15926000.0,11472000.0,7925000.0,2044000.0,33862000.0,-12220000.0,-12220000.0,-12220000.0,-5936000.0,354000.0,-6638000.0,-1299000.0,-1299000.0,2062000.0,2062000.0,7946000.0,-11457000.0,19457000.0,0.0,-11511000.0,24412000.0,58139000.0,58139000.0,-7677000.0,-224000.0,-7901000.0,-5936000.0,-5936000.0,-0.6,-0.6,9905000.0,9905000.0,TACT
3810,2019,610675000.0,108117000.0,37541000.0,37541000.0,502558000.0,313175000.0,46856000.0,41358000.0,24252000.0,266319000.0,297500000.0,43789000.0,43789000.0,43789000.0,33940000.0,30077000.0,-20228000.0,-20045000.0,-20045000.0,-12810000.0,-12810000.0,37541000.0,10934000.0,25281000.0,0.0,10934000.0,164895000.0,359681000.0,359681000.0,39089000.0,-9560000.0,29529000.0,33940000.0,33940000.0,0.35,0.35,97290174.0,97290174.0,TASK
3811,2020,707506000.0,211304000.0,107728000.0,107728000.0,496202000.0,372369000.0,114842000.0,63929000.0,41935000.0,257527000.0,335137000.0,58873000.0,58873000.0,58873000.0,34533000.0,36384000.0,-12044000.0,-28883000.0,-28883000.0,36990000.0,36990000.0,107728000.0,66980000.0,37541000.0,0.0,66980000.0,207536000.0,478046000.0,478046000.0,55015000.0,-10596000.0,44419000.0,34533000.0,34533000.0,0.35,0.35,97290174.0,97290174.0,TASK
3812,2021,749998000.0,246306000.0,63584000.0,63584000.0,503692000.0,370864000.0,135941000.0,79976000.0,43306000.0,234923000.0,379134000.0,-32674000.0,-32674000.0,-32674000.0,-58698000.0,88806000.0,-62782000.0,-59363000.0,-59363000.0,54390000.0,54390000.0,63584000.0,-37647000.0,107728000.0,0.0,-37647000.0,328967000.0,760703000.0,760703000.0,-54230000.0,-6733000.0,-60963000.0,-58698000.0,-58698000.0,-0.62,-0.62,94832137.0,94832137.0,TASK
3813,2022,902015000.0,341425000.0,133992000.0,133992000.0,560590000.0,446402000.0,109884000.0,91455000.0,42792000.0,336518000.0,455613000.0,147095000.0,147095000.0,147095000.0,40422000.0,112778000.0,-6105000.0,-67993000.0,-67993000.0,-4035000.0,-4035000.0,133992000.0,75067000.0,63584000.0,0.0,75067000.0,401728000.0,960489000.0,960489000.0,83928000.0,-19395000.0,64533000.0,40422000.0,40422000.0,0.41,0.39,97815679.0,102603179.0,TASK
3814,2019,482098000.0,312988000.0,115883000.0,86920000.0,169110000.0,474831000.0,238901000.0,179286000.0,167178000.0,235930000.0,7267000.0,18056000.0,18056000.0,18056000.0,-28025000.0,46759000.0,-678000.0,-47466000.0,-47466000.0,991000.0,991000.0,86920000.0,-28419000.0,114885000.0,0.0,-27965000.0,231969000.0,1093830000.0,1093830000.0,-19636000.0,-3392000.0,-23028000.0,-28025000.0,-49198000.0,0.0,0.0,46351830.0,46351830.0,TBLA
3815,2020,580168000.0,426134000.0,242811000.0,242811000.0,154034000.0,533528000.0,300233000.0,209780000.0,189352000.0,233295000.0,46640000.0,139087000.0,139087000.0,139087000.0,8493000.0,56056000.0,74538000.0,10883000.0,10883000.0,2603000.0,2603000.0,242811000.0,152573000.0,86920000.0,0.0,155891000.0,319497000.0,1188893000.0,1188893000.0,26193000.0,-2753000.0,23440000.0,8493000.0,-14439000.0,0.0,0.0,46351830.0,46351830.0,TBLA
3816,2021,1597314000.0,628948000.0,319319000.0,319319000.0,968366000.0,829743000.0,400561000.0,289394000.0,263391000.0,429182000.0,767571000.0,63521000.0,63521000.0,63521000.0,-24948000.0,154913000.0,-66444000.0,-620460000.0,-620460000.0,631127000.0,631127000.0,319319000.0,74188000.0,242811000.0,0.0,76508000.0,441071000.0,1378458000.0,1378458000.0,-13265000.0,11293000.0,-1972000.0,-24948000.0,-36892000.0,-0.26,-0.26,142883475.0,142883475.0,TBLA
3817,2022,1529623000.0,593908000.0,262807000.0,165893000.0,935715000.0,695088000.0,368222000.0,272127000.0,247504000.0,326866000.0,834535000.0,53484000.0,53484000.0,53484000.0,-11975000.0,130148000.0,-64689000.0,-139561000.0,-139561000.0,-62873000.0,-62873000.0,165893000.0,-148950000.0,319319000.0,0.0,-153426000.0,464253000.0,1401150000.0,1401150000.0,-13665000.0,9213000.0,-4452000.0,-11975000.0,-11975000.0,-0.05,-0.05,254284781.0,254284781.0,TBLA
3818,2013,121352829.0,68110022.0,12418888.0,12418888.0,53242807.0,94435611.0,73444093.0,7772330.0,3859296.0,20991518.0,26917218.0,8704107.0,8704107.0,8651594.0,4180464.0,1414727.0,3056403.0,-1345627.0,-1345627.0,-1355271.0,-1355271.0,12418888.0,6003209.0,6415679.0,0.0,6003209.0,31426881.0,129934904.0,129934904.0,6830780.0,-1030977.0,5799803.0,4180464.0,4180464.0,0.4,0.37,10468250.0,11281409.0,TCX
3819,2014,125795866.0,74465179.0,8271377.0,8271377.0,51330687.0,90153473.0,69534248.0,8461150.0,4519601.0,20619225.0,35642393.0,8877344.0,8877344.0,8850466.0,6374096.0,1625658.0,850712.0,-8910656.0,-8910656.0,-4114199.0,-4114199.0,8271377.0,-4147511.0,12418888.0,0.0,-4147511.0,40551800.0,147667107.0,147667107.0,11523048.0,-2094723.0,9428325.0,6374096.0,6374096.0,0.57,0.54,11220874.0,11730398.0,TCX
3820,2015,129130679.0,71110880.0,7723253.0,7723253.0,58019799.0,102801254.0,78261022.0,10931174.0,5075488.0,24540232.0,26329425.0,13346011.0,13346011.0,13321945.0,11373730.0,2611877.0,-663662.0,3294979.0,3294979.0,-17189114.0,-17189114.0,7723253.0,-548124.0,8271377.0,0.0,-548124.0,53201243.0,172939499.0,172939499.0,19015126.0,-1072169.0,17942957.0,11373730.0,11373730.0,1.04,1.0,10968500.0,11360084.0,TCX
3821,2016,154413372.0,83282117.0,15105075.0,15105075.0,71131255.0,116596286.0,84429363.0,13961698.0,6862793.0,32166923.0,37817086.0,21649697.0,21649697.0,21620006.0,16067154.0,4031079.0,1521773.0,-14447476.0,-14447476.0,179601.0,179601.0,15105075.0,7381822.0,7723253.0,0.0,7381822.0,63053634.0,189818932.0,189818932.0,24990249.0,122675.0,25112924.0,16067154.0,16067154.0,1.53,1.5,10524856.0,10713595.0,TCX
3822,2017,350650335.0,153861445.0,18049164.0,18049164.0,196788890.0,290439601.0,178560521.0,15839750.0,9427172.0,111879080.0,60210734.0,31896640.0,31896640.0,31896640.0,22326594.0,7651100.0,1918946.0,-94114696.0,-94114696.0,65162145.0,65162145.0,18049164.0,2944089.0,15105075.0,0.0,2944089.0,84520629.0,329420741.0,329420741.0,27094292.0,-3019524.0,24074768.0,22326594.0,22326594.0,2.12,2.07,10537356.0,10793622.0,TCX
3823,2018,339575000.0,131926000.0,12637000.0,12637000.0,207649000.0,259799000.0,165347000.0,16997000.0,11098000.0,94452000.0,79776000.0,37209000.0,37209000.0,37209000.0,17135000.0,18280000.0,1794000.0,-29684000.0,-29684000.0,-12937000.0,-12937000.0,12637000.0,-5412000.0,18049000.0,0.0,-5412000.0,96770000.0,346013000.0,346013000.0,29578000.0,-3423000.0,26155000.0,17135000.0,17135000.0,1.62,1.59,10604722.0,10794170.0,TCX
3824,2019,425918000.0,145675000.0,20393000.0,20393000.0,280243000.0,331724000.0,156908000.0,18320000.0,8947000.0,174816000.0,94194000.0,40381000.0,40381000.0,40381000.0,15398000.0,23020000.0,1963000.0,-76086000.0,-76086000.0,43461000.0,43461000.0,20393000.0,7756000.0,12637000.0,0.0,7756000.0,100777000.0,337145000.0,337145000.0,29215000.0,-4644000.0,24571000.0,15398000.0,15398000.0,1.45,1.43,10623799.0,10772812.0,TCX
